Strike ID,Country,Date (MM-DD-YYYY),President,Most Specific Location,Most Specific Lat/Long,Latitude,Longitude,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Ratio of Civilians to Total Killed,Other (Non-civilian/children Killed),,,,,,,,,,,,,,,,,,,
YEM125,Yemen,04-17-2013,Obama,"Wassab al Ali, Damar, Yemen","14.545544,44.408734",14.545544,44.408734,4,4,0,4,0,0,0,1,0,,,,,,,,,,,,,,,,,,,
YEM186,Yemen,04-17-2015,Obama,"Habban, Shabwa, Yemen","14.354508,47.080202",14.354508,47.080202,2,2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,
AFG335,Afghanistan ,04-17-2017,Trump,"Archi, Kunduz, Afghanistan","36.932890,69.335431",36.932890,69.335431,9,16,0,0,0,0,0,0,16,,,,,,,,,,,,,,,,,,,
YEM052,Yemen,04-18-2012,Obama,"Lawder and Jaar, Abyan, Yemen","13.216737,45.306426",13.216737,45.306426,6,10,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,
YEM268,Yemen,04-18-2017,Trump,"Marib, Yemen","15.470031,45.322857",15.470031,45.322857,3,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
Ob13,Pakistan,04-19-2009,Obama,"Ganki Khel, South Waziristan, Pakistan","32.320237,69.859740",32.320237,69.859740,0,8,0,8,0,0,3,1,0,,,,,,,,,,,,,,,,,,,
YEM159,Yemen,04-19-2014,Obama,"Sawmaa, Bayda, Yemen","13.988914,45.577100",13.988914,45.577100,13,21,3,8,0,0,1,0,13,,,,,,,,,,,,,,,,,,,
YEM187,Yemen,04-19-2015,Obama,"Saeed district, Shabwa, Yemen","14.754630,46.516261",14.754630,46.516261,2,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
AFG185,Afghanistan ,04-19-2016,Obama,"Shadal, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,5,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
YEM160,Yemen,04-20-2014,Obama,"Mahfed, Abyan, Yemen","14.061619,46.914966",14.061619,46.914966,24,31,1,1,1,1,1,0.032258065,29,,,,,,,,,,,,,,,,,,,
AFG186,Afghanistan ,04-20-2016,Obama,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,4,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
AFG460,Afghanistan ,04-20-2018,Trump,"Bakwah, Farah, Afghanistan","32.230824,62.920591",32.230824,62.920591,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
YEM053,Yemen,04-21-2012,Obama,"Lawder, Abyan, Yemen","13.879273,45.869518",13.879273,45.869518,12,17,0,0,0,0,0,0,17,,,,,,,,,,,,,,,,,,,
YEM126,Yemen,04-21-2013,Obama,"Wadi Abida, Marib, Yemen","15.470031,45.322857",15.470031,45.322857,2,2,0,0,0,0,2,0,2,,,,,,,,,,,,,,,,,,,
YEM161,Yemen,04-21-2014,Obama,"Usylan, Shabwa, Yemen","14.754630,46.516261",14.754630,46.516261,3,4,1,1,1,1,0,0.25,2,,,,,,,,,,,,,,,,,,,
YEM188,Yemen,04-21-2015,Obama,"Mukalla, Hadramout, Yemen","14.540432,49.127197",14.540432,49.127197,5,7,0,1,0,1,0,0.142857143,5,,,,,,,,,,,,,,,,,,,
AFG461,Afghanistan ,04-21-2018,Trump,"Marjah, Helmand, Afghanistan","31.517771,64.114227",31.517771,64.114227,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Ob204,Pakistan,04-22-2011,Obama,"Spinwan, North Waziristan, Pakistan","33.178889,70.394096",33.178889,70.394096,20,26,5,9,3,5,5,0.346153846,12,,,,,,,,,,,,,,,,,,,
YEM054,Yemen,04-22-2012,Obama,"Sanda, Marib, Yemen","15.470031,45.322857",15.470031,45.322857,4,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
YEM055,Yemen,04-23-2012,Obama,"Nasab, Shabwa, Yemen","14.754630,46.516261",14.754630,46.516261,3,3,0,0,0,0,2,0,3,,,,,,,,,,,,,,,,,,,
YEM056,Yemen,04-23-2012,Obama,"Lawder, Abyan, Yemen","13.879273,45.869518",13.879273,45.869518,0,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
YEM226,Yemen,04-23-2016,Obama,"Mareb, Yemen","15.470031,45.322857",15.470031,45.322857,2,2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,
YEM269,Yemen,04-23-2017,Trump,"al Said, Shabwah, Yemen","14.754630,46.516261",14.754630,46.516261,3,8,3,8,0,0,0,1,0,,,,,,,,,,,,,,,,,,,
AFG462,Afghanistan ,04-23-2018,Trump,"Sherzad, Nangarhar, Afghanistan","34.273230,70.074131",34.273230,70.074131,2,2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,
YEM308,Yemen,04-23-2018,Trump,"Bayda, Yemen","13.988914,45.577100",13.988914,45.577100,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Ob87,Pakistan,04-24-2010,Obama,"Machi Khel, North Waziristan, Pakistan","33.029133,70.246785",33.029133,70.246785,7,9,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,
YEM270,Yemen,04-24-2017,Trump,Unknown,Unknown,#VALUE!,#VALUE!,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
YEM227,Yemen,04-25-2016,Obama,"Zinjibar, Abyan, Yemen","13.135021,45.388639",13.135021,45.388639,3,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
YEM228,Yemen,04-25-2016,Obama,"Azzan, Shabwa, Yemen","14.325435,47.446588",14.325435,47.446588,2,10,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,
AFG336,Afghanistan ,04-25-2017,Trump,"Pangram area, Charkh district, Logar, Afghanistan","33.796943,68.934585",33.796943,68.934585,2,2,0,0,0,0,5,0,2,,,,,,,,,,,,,,,,,,,
Ob88,Pakistan,04-26-2010,Obama,"Khushali, North Waziristan, Pakistan","32.938775,70.248273",32.938775,70.248273,3,8,0,0,0,0,3,0,8,,,,,,,,,,,,,,,,,,,
YEM057,Yemen,04-26-2012,Obama,"Moudia, Abyan, Yemen","13.634341,46.056321",13.634341,46.056321,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
AFG337,Afghanistan ,04-26-2017,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,36,36,0,0,0,0,0,0,36,,,,,,,,,,,,,,,,,,,
T002,Pakistan,04-26-2017,Trump,"Zuwai, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,7,11,0,3,0,0,0,0.272727273,8,,,,,,,,,,,,,,,,,,,
B8,Pakistan,04-27-2007,Bush,"Saidgai, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,3,4,3,4,0,0,3,1,0,,,,,,,,,,,,,,,,,,,
AFG338,Afghanistan ,04-27-2017,Trump,"Maidan Wardak, Afghanistan","34.351349,68.238533",34.351349,68.238533,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
AFG025,Afghanistan ,04-28-2015,Obama,"Degal, Chapa Darre, Kunar, Afghanistan","34.846589,71.097316",34.846589,71.097316,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
YEM229,Yemen,04-28-2016,Obama,"Shabwa, Yemen","14.754630,46.516261",14.754630,46.516261,4,4,0,0,0,0,1,0,4,,,,,,,,,,,,,,,,,,,
AFG187,Afghanistan ,04-28-2016,Obama,"Narai Obam, Haska Mena, Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,15,15,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,
Ob14,Pakistan,04-29-2009,Obama,"Kaniguram, South Waziristan, Pakistan","32.519068,69.782305",32.519068,69.782305,1,10,0,4,0,0,4,0.4,6,,,,,,,,,,,,,,,,,,,
YEM058,Yemen,04-29-2012,Obama,"Jawf, Yemen","16.790181,45.299386",16.790181,45.299386,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
Ob269,Pakistan,04-29-2012,Obama,"Miranshah Bazaar, North Waziristan, Pakistan","32.956928,70.169394",32.956928,70.169394,3,6,0,0,0,0,1,0,6,,,,,,,,,,,,,,,,,,,
YEM271,Yemen,04-29-2017,Trump,"Marib, Yemen","15.470031,45.322857",15.470031,45.322857,4,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
YEM272,Yemen,04-29-2017,Trump,"Shabwah, Yemen","14.754630,46.516261",14.754630,46.516261,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
YEM059,Yemen,04-30-2012,Obama,"Lawder, Abyan, Yemen","13.879273,45.869518",13.879273,45.869518,4,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
YEM060,Yemen,04-30-2012,Obama,"Jaar, Abyan, Yemen","13.216737,45.306426",13.216737,45.306426,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
AFG188,Afghanistan ,04-30-2016,Obama,"Chaparhar and Haska Mina, Nangarhar, Afghanistan","34.092630,70.469224",34.092630,70.469224,38,38,0,0,0,0,0,0,38,,,,,,,,,,,,,,,,,,,
AFG340,Afghanistan ,04-30-2017,Trump,"Yakhchal area, Greshk, Helmand, Afghanistan","31.783124,64.698461",31.783124,64.698461,7,7,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,
AFG339,Afghanistan ,04-30-2017,Trump,Unknown,Unknown,#VALUE!,#VALUE!,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
YEM309,Yemen,04-30-2018,Trump,Unknown,Unknown,#VALUE!,#VALUE!,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
SOM007,Somalia,05-01-2008,Bush,"Dusa Marreb, Somalia","5.538062,46.386467",5.538062,46.386467,8,15,5,10,0,0,0,0.666666667,5,,,,,,,,,,,,,,,,,,,
YEM061,Yemen,05-02-2012,Obama,"Zinjibar, Abyan, Yemen","13.135021,45.388639",13.135021,45.388639,10,15,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,
Ob89,Pakistan,05-03-2010,Obama,"Machi Khel, North Waziristan, Pakistan","33.029133,70.246785",33.029133,70.246785,4,6,0,2,0,0,0,0.333333333,4,,,,,,,,,,,,,,,,,,,
AFG026,Afghanistan ,05-03-2015,Obama,"Mohmand Dara, Nangarhar, Afghanistan","34.215777,71.026004",34.215777,71.026004,12,12,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,
AFG027,Afghanistan ,05-04-2015,Obama,"Dabili, Landi Basawal area, Mohmand Dara, Nangarhar, Afghanistan","34.215777,71.026004",34.215777,71.026004,17,17,0,0,0,0,0,0,17,,,,,,,,,,,,,,,,,,,
SOM046,Somalia,05-04-2017,Trump,"Dar es Salam village, Lower Shabelle, Somalia","1.9852514,42.9893911",1.9852514,2.9893911,4,9,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,
YEM012,Yemen,05-05-2011,Obama,"Shabwa, Yemen","14.754630,46.516261",14.754630,46.516261,2,2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,
Ob270,Pakistan,05-05-2012,Obama,"Guldar Kot, Dre Nishtar area, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,8,10,0,0,0,0,1,0,10,,,,,,,,,,,,,,,,,,,
AFG341,Afghanistan ,05-05-2017,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,8,8,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
Ob205,Pakistan,05-06-2011,Obama,"Dwa Tooe, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,7,18,6,6,0,0,4,0.333333333,12,,,,,,,,,,,,,,,,,,,
YEM062,Yemen,05-06-2012,Obama,"Shabwa, Yemen","14.754630,46.516261",14.754630,46.516261,2,4,1,1,0,0,0,0.25,3,,,,,,,,,,,,,,,,,,,
AFG342,Afghanistan ,05-06-2017,Trump,"Maidan Shahr, Maidan Wardak, Afghanistan","34.361059,68.840692",34.361059,68.840692,5,6,0,0,0,0,6,0,6,,,,,,,,,,,,,,,,,,,
AFG029,Afghanistan ,05-07-2015,Obama,"Goshti, Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,4,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
AFG028,Afghanistan ,05-07-2015,Obama,"Khas Khar, Kunar, Afghanistan","34.643368,71.026004",34.643368,71.026004,6,7,0,1,0,1,0,0.142857143,5,,,,,,,,,,,,,,,,,,,
AFG189,Afghanistan ,05-07-2016,Obama,"Khanashin, Helmand, Afghanistan","30.810909,63.769538",30.810909,63.769538,0,1,0,0,0,0,2,0,1,,,,,,,,,,,,,,,,,,,
B2,Pakistan,05-08-2005,Bush,"Toorikhel, North Waziristan, Pakistan","32.846798,70.331605",32.846798,70.331605,2,2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,
YEM189,Yemen,05-08-2015,Obama,"Mafraq, Shabwa, Yemen","15.4747097,45.3052453",15.4747097,45.3052453,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
AFG343,Afghanistan ,05-08-2017,Trump,"Paktia, Afghanistan","33.706199,69.383107",33.706199,69.383107,0,50,0,0,0,0,0,0,50,,,,,,,,,,,,,,,,,,,
Ob15,Pakistan,05-09-2009,Obama,"Tabbi Langhar Khel, South Waziristan, Pakistan","32.320237,69.859740",32.320237,69.859740,6,25,0,4,0,0,7,0.16,21,,,,,,,,,,,,,,,,,,,
Ob90,Pakistan,05-09-2010,Obama,"Datta Khel, North Waziristan, Pakistan","33.150049,70.433361",33.150049,70.433361,5,10,0,4,0,0,4,0.4,6,,,,,,,,,,,,,,,,,,,
AFG030,Afghanistan ,05-09-2015,Obama,"Machi Megi, Lal Pura, Nangarhar, Afghanistan","34.354216,70.954680",34.354216,70.954680,13,13,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,
AFG190,Afghanistan ,05-09-2016,Obama,"Nahr Sufi, Chahar Dara, Kunduz, Afghanistan","36.599741,68.863499",36.599741,68.863499,12,12,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,
SOM095,Somalia,05-09-2018,Trump,"Lower Shabelle , Somalia","1.876645,44.247901",1.876645,44.247901,0,5,0,5,0,0,0,1,0,,,,,,,,,,,,,,,,,,,
AFG463,Afghanistan ,05-09-2018,Trump,"Sanga Khair, Maqur, Badghis, Afghanistan","32.884051,67.904670",32.884051,67.904670,6,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
AFG464,Afghanistan ,05-09-2018,Trump,"Surgol, Zazi Aryub, Paktia, Afghanistan","33.966154,69.806132",33.966154,69.806132,35,35,0,0,0,0,0,0,35,,,,,,,,,,,,,,,,,,,
Ob206,Pakistan,05-10-2011,Obama,"Angor Adda, South Waziristan, Pakistan","32.514466,69.290733",32.514466,69.290733,3,5,0,0,0,0,4,0,5,,,,,,,,,,,,,,,,,,,
YEM063,Yemen,05-10-2012,Obama,"Jaar, Abyan, Yemen","13.216737,45.306426",13.216737,45.306426,5,12,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,
YEM064,Yemen,05-10-2012,Obama,"Shaqra, Abyan, Yemen","13.357462,45.698821",13.357462,45.698821,2,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
YEM190,Yemen,05-10-2015,Obama,"Ataq, Shabwa, Yemen","14.529564,46.830127",14.529564,46.830127,1,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
Ob92,Pakistan,05-11-2010,Obama,"Gurwak, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,7,15,0,0,0,0,4,0,15,,,,,,,,,,,,,,,,,,,
Ob91,Pakistan,05-11-2010,Obama,"Datta Khel, North Waziristan, Pakistan","33.150049,70.433361",33.150049,70.433361,8,14,0,4,0,0,12,0.285714286,10,,,,,,,,,,,,,,,,,,,
YEM191,Yemen,05-11-2015,Obama,"Mukalla, Hadramout, Yemen","14.540432,49.127197",14.540432,49.127197,4,4,0,0,0,0,2,0,4,,,,,,,,,,,,,,,,,,,
Ob16,Pakistan,05-12-2009,Obama,"Sara Khwara, South Waziristan, Pakistan","32.320237,69.859740",32.320237,69.859740,5,9,0,0,0,0,4,0,9,,,,,,,,,,,,,,,,,,,
Ob207,Pakistan,05-12-2011,Obama,"Datta Khel, North Waziristan, Pakistan","33.150049,70.433361",33.150049,70.433361,5,8,0,0,0,0,1,0,8,,,,,,,,,,,,,,,,,,,
YEM065,Yemen,05-12-2012,Obama,"Al Hosoon, Marib, Yemen","13.6077214,44.984871",13.6077214,44.984871,6,7,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,
YEM066,Yemen,05-12-2012,Obama,"Between Marib and Shabwa, Yemen","15.470031,45.322857",15.470031,45.322857,10,10,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,
YEM067,Yemen,05-12-2012,Obama,"Al Ain, Shabwa/Hadramout, Yemen","14.6464749,45.8893292",14.6464749,55.802311,6,10,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,
YEM162,Yemen,05-12-2014,Obama,"Wadi Abida, Marib, Yemen","15.470031,45.322857",15.470031,45.322857,4,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
SOM038,Somalia,05-12-2016,Obama,"Afgoye, Lower Shabelle, Somalia","2.142622,45.116716",2.142622,45.116716,5,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
AFG191,Afghanistan ,05-12-2016,Obama,"Zarmakhel, Pacheragam, Nangarhar, Afghanistan","34.074090,70.288452",34.074090,70.288452,1,1,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,
Ob208,Pakistan,05-13-2011,Obama,"Doga Mada Khel, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,3,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
B15,Pakistan,05-14-2008,Bush,"Damadola, Bajaur Agency, Pakistan","34.786528,71.524915",34.786528,71.524915,12,20,4,6,1,4,9,0.3,10,,,,,,,,,,,,,,,,,,,
YEM068,Yemen,05-14-2012,Obama,"Shaqra, Abyan, Yemen","13.357462,45.698821",13.357462,45.698821,10,10,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,
YEM069,Yemen,05-14-2012,Obama,"Lawder, Abyan, Yemen","13.879273,45.869518",13.879273,45.869518,6,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
YEM070,Yemen,05-14-2012,Obama,"Jaar, Abyan, Yemen","13.216737,45.306426",13.216737,45.306426,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,
AFG031,Afghanistan ,05-14-2015,Obama,"Bati Kot, Nangarhar, Afghanistan","34.263148,70.788209",34.263148,70.788209,4,4,0,0,0,0,1,0,4,,,,,,,,,,,,,,,,,,,
YEM310,Yemen,05-14-2018,Trump,"Shabwah, Yemen","14.754630,46.516261",14.754630,46.516261,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
Ob93,Pakistan,05-15-2010,Obama,"Khyber, Khyber Agency, Pakistan","33.940547,71.049776",33.940547,71.049776,5,15,0,2,0,0,15,0.133333333,13,,,,,,,,,,,,,,,,,,,
YEM071,Yemen,05-15-2012,Obama,"Jaar, Abyan, Yemen","13.216737,45.306426",13.216737,45.306426,14,42,14,26,0,0,20,0.619047619,16,,,,,,,,,,,,,,,,,,,
AFG032,Afghanistan ,05-15-2015,Obama,"Various: Chahardahi in Bati Kot, Bandar Darah in Dur Baba, Murdai in Achin, Various: Nazyan, Bati Kot, Bandar Darah, Dur Baba, Achin, Nangarhar, Afghanistan","34.263148,70.788209",34.263148,70.788209,5,41,0,0,0,0,0,0,41,,,,,,,,,,,,,,,,,,,
AFG465,Afghanistan ,05-15-2018,Trump,"Farah city, Farah, Farah, Afghanistan","32.446463,62.145413",32.446463,62.145413,28,28,0,0,0,0,0,0,28,,,,,,,,,,,,,,,,,,,
Ob17,Pakistan,05-16-2009,Obama,"Khesoor, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,25,40,9,9,0,0,2,0.225,31,,,,,,,,,,,,,,,,,,,
Ob209,Pakistan,05-16-2011,Obama,"Khushali Village, Mir Ail, North Waziristan, Pakistan","32.938775,70.248273",32.938775,70.248273,4,10,0,0,0,0,2,0,10,,,,,,,,,,,,,,,,,,,
Ob210,Pakistan,05-16-2011,Obama,"Khisoor Village, Mir Ali, North Waziristan, Pakistan","32.970019,70.277584",32.970019,70.277584,3,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
YEM072,Yemen,05-16-2012,Obama,"Moudia, Abyan, Yemen","13.634341,46.056321",13.634341,46.056321,16,16,0,0,0,0,5,0,16,,,,,,,,,,,,,,,,,,,
YEM192,Yemen,05-16-2015,Obama,"Shabwa, Yemen","14.754630,46.516261",14.754630,46.516261,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
Ob365,Pakistan,05-16-2015,Obama,"Wara Mandi, Shawal, North Waziristan, Pakistan","32.613785,69.508247",32.613785,69.508247,4,7,0,0,0,0,2,0,7,,,,,,,,,,,,,,,,,,,
AFG192,Afghanistan ,05-16-2016,Obama,"Gandeel, Watapor, Kunar, Afghanistan","34.910930,71.127398",34.910930,71.127398,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
YEM073,Yemen,05-17-2012,Obama,"Shibam, Hadhramout, Yemen","15.921257,48.636381",15.921257,48.636381,2,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
YEM074,Yemen,05-17-2012,Obama,"Shaqra, Abyan, Yemen","13.357462,45.698821",13.357462,45.698821,5,6,0,2,0,0,0,0.333333333,4,,,,,,,,,,,,,,,,,,,
AFG193,Afghanistan ,05-17-2016,Obama,"Shahjoy, Zabul, Afghanistan","32.503195,67.415892",32.503195,67.415892,5,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
YEM127,Yemen,05-18-2013,Obama,"Mahfed, Abyan, Yemen","14.061619,46.914966",14.061619,46.914966,4,9,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,
Ob366,Pakistan,05-18-2015,Obama,"Zoy Nari, Shawal, North Waziristan, Pakistan","32.613785,69.508247",32.613785,69.508247,3,6,0,0,0,0,2,0,6,,,,,,,,,,,,,,,,,,,
AFG194,Afghanistan ,05-18-2016,Obama,"Mohammd Ghous, Ab Band, Ghazni, Afghanistan","32.983333,67.966667",32.983333,67.966667,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
AFG344,Afghanistan ,05-18-2017,Trump,"Omarzo area, Garamser, Helmand, Afghanistan","31.132511,64.212898",31.132511,64.212898,14,14,0,0,0,0,8,0,14,,,,,,,,,,,,,,,,,,,
AFG345,Afghanistan ,05-18-2017,Trump,"Kamarbandi area, Garamser, Helmand, Afghanistan","31.132511,64.212898",31.132511,64.212898,9,9,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,
YEM075,Yemen,05-19-2012,Obama,"Jaar, Abyan, Yemen","13.216737,45.306426",13.216737,45.306426,3,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
YEM076,Yemen,05-19-2012,Obama,"Bayda, Yemen","13.988914,45.577100",13.988914,45.577100,2,2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,
YEM230,Yemen,05-19-2016,Obama,"Shabwa, Yemen","14.754630,46.516261",14.754630,46.516261,4,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
Ob211,Pakistan,05-20-2011,Obama,"Tappi, North Waziristan, Pakistan","32.946490,70.147068",32.946490,70.147068,4,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
YEM077,Yemen,05-20-2012,Obama,"Jaar, Abyan, Yemen","13.216737,45.306426",13.216737,45.306426,0,9,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,
YEM128,Yemen,05-20-2013,Obama,"Radaa, Bayda, Yemen","14.411870,44.836513",14.411870,44.836513,2,2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,
Ob94,Pakistan,05-21-2010,Obama,"Boya, North Waziristan, Pakistan","32.943336,69.899944",32.943336,69.899944,11,11,10,10,7,7,7,0.909090909,0,,,,,,,,,,,,,,,,,,,
AFG033,Afghanistan ,05-21-2015,Obama,"Katar village, Watapor, Kunar, Afghanistan","34.910930,71.127398",34.910930,71.127398,4,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
Ob373,Pakistan,05-21-2016,Obama,"Ahmad Wal, Balochistan, Pakistan","29.393754,65.942279",29.393754,65.942279,2,2,1,1,0,0,0,0.5,1,,,,,,,,,,,,,,,,,,,
YEM193,Yemen,05-22-2015,Obama,"Shabwa, Yemen","14.754630,46.516261",14.754630,46.516261,3,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
AFG195,Afghanistan ,05-22-2016,Obama,"Asqalan, Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",36.728590,68.868066,13,13,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,
AFG196,Afghanistan ,05-22-2016,Obama,"Karkani, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,9,9,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,
Ob212,Pakistan,05-23-2011,Obama,"Mir Ali, North Waziristan, Pakistan","32.970019,70.277584",32.970019,70.277584,4,7,0,0,0,0,2,0,7,,,,,,,,,,,,,,,,,,,
Ob271,Pakistan,05-23-2012,Obama,"Datta Khel Kalai, North Waziristan, Pakistan","33.150049,70.433361",33.150049,70.433361,1,5,0,0,0,0,1,0,5,,,,,,,,,,,,,,,,,,,
YEM273,Yemen,05-23-2017,Trump,"Al Sirim area, Marib, Yemen","15.470031,45.322857",15.470031,45.322857,7,12,5,5,0,1,5,0.416666667,6,,,,,,,,,,,,,,,,,,,
SOM096,Somalia,05-23-2018,Trump,"Lower Shabelle , Somalia","1.876645,44.247901",1.876645,44.247901,10,10,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,
YEM011,Yemen,05-24-2010,Obama,"Marib, Yemen","15.470031,45.322857",15.470031,45.322857,3,4,3,4,0,0,2,1,0,,,,,,,,,,,,,,,,,,,
Ob272,Pakistan,05-24-2012,Obama,"Khassokhel near Mir Ali, North Waziristan, Pakistan","32.970019,70.277584",32.970019,70.277584,5,12,0,8,0,0,3,0.666666667,4,,,,,,,,,,,,,,,,,,,
T003,Pakistan,05-24-2017,Trump,"North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,2,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
AFG466,Afghanistan ,05-24-2018,Trump,"Musa Qala, Helmand, Afghanistan","32.311872,64.811083",32.311872,64.811083,50,50,0,0,0,0,0,0,50,,,,,,,,,,,,,,,,,,,
AFG469,Afghanistan ,05-24-2018,Trump,"Sangin, Helmand, Afghanistan","32.071099,64.852586",32.071099,64.852586,2,2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,
AFG467,Afghanistan ,05-24-2018,Trump,"Faizabad City, Badakhshan, Afghanistan","37.101708,70.555236",37.101708,70.555236,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
