Strike ID,Country,Date (MM-DD-YYYY),President,Village/local area,District,Province,"Village/Local Area, District, Province, Country",Lat/Long of Location ,"Modified Location 
when Applicable","Lat/Long of Modified Location 
when Applicable ",Most Specific Location,Most Specific Lat/Long,,,Type of attack,Reportedly drone?,US confirmed?,US only source?,"Counter-
terrorism, force protection or strategic effects?",Reported target group?,Time,Reported target type,Minimum strikes,Maximum strikes,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,Strike link,Timeline URL,Index
AFG060,Afghanistan ,07-04-2015,Obama,Unknown,Dara I Pech,Nangarhar,"Unknown, Dara I Pech, Nangarhar, Afghanistan","34.872898,71.155620",,,"Dara I Pech, Nangarhar, Afghanistan","34.872898,71.155620",34.872898,71.155620,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#173,,173
AFG061,Afghanistan ,07-05-2015,Obama,Unknown,Chaparhar,Nangarhar,"Unknown, Chaparhar, Nangarhar, Afghanistan","34.328976,70.407486",,,"Chaparhar, Nangarhar, Afghanistan","34.328976,70.407486",34.328976,70.407486,US strike,1,0,0,-,Taliban,-,Hideouts,1,1,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#46,,46
AFG062,Afghanistan ,07-06-2015,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,1,0,FP,ISIS,Noon,-,1,1,12,12,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#47,,47
AFG063,Afghanistan ,07-06-2015,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,1,0,FP,ISIS,14:00,-,1,1,13,37,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#48,,48
AFG064,Afghanistan ,07-07-2015,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,1,0,FP,ISIS,-,-,1,1,11,49,0,0,0,0,0,4,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#49,,49
AFG065,Afghanistan ,07-07-2015,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,-,-,1,1,18,18,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#50,,50
AFG066,Afghanistan ,07-07-2015,Obama,Unknown,Haska Meena,Nangarhar,"Unknown, Haska Meena, Nangarhar, Afghanistan","34.092630,70.469224",,,"Haska Meena, Nangarhar, Afghanistan","34.092630,70.469224",34.092630,70.469224,US strike,1,0,0,-,ISIS,-,-,1,1,25,25,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#51,,51
AFG067,Afghanistan ,07-07-2015,Obama,Unknown,Bati Kot,Nangarhar,"Unknown, Bati Kot, Nangarhar, Afghanistan","34.263148,70.788209",,,"Bati Kot, Nangarhar, Afghanistan","34.263148,70.788209",34.263148,70.788209,US strike,1,0,0,-,Taliban / ISIS,-,-,1,1,4,4,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#52,,52
AFG068,Afghanistan ,07-08-2015,Obama,Tangi,Dih Bala,Nangarhar,"Tangi, Dih Bala, Nangarhar, Afghanistan","34.092630,70.469224",,,"Tangi, Dih Bala, Nangarhar, Afghanistan","34.092630,70.469224",34.092630,70.469224,US strike,1,0,0,-,ISIS,Night,Gathering,1,1,25,52,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#53,,53
AFG069,Afghanistan ,07-10-2015,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,1,0,Possible CT,ISIS,Night,Gathering,1,1,30,31,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#54,,54
AFG070,Afghanistan ,07-11-2015,Obama,Unknown,Bermal,Paktika,"Unknown, Bermal, Paktika, Afghanistan","32.746111,69.297777",,,"Bermal, Paktika, Afghanistan","32.746111,69.297777",32.746111,69.297777,US strike,1,1,0,Probable CT,AQ,-,-,1,1,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#60,,60
AFG071,Afghanistan ,07-12-2015,Obama,Maidnak and Chehal Gazi,Achin,Nangarhar,"Maidnak and Chehal Gazi, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Maidnak and Chehal Gazi, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,Taliban,-,-,2,2,12,12,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#56,,56
AFG072,Afghanistan ,07-14-2015,Obama,Unknown,Haska Mina,Nangarhar,"Unknown, Haska Mina, Nangarhar, Afghanistan","34.092630,70.469224",,,"Haska Mina, Nangarhar, Afghanistan","34.092630,70.469224",34.092630,70.469224,US strike,1,0,0,-,Taliban,Night,Gathering,1,1,28,28,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#55,,55
AFG073,Afghanistan ,07-16-2015,Obama,Unknown,Tor Khail,Wardak,"Unknown, Tor Khail, Wardak, Afghanistan","34.351349,68.238533",,,"Tor Khail, Wardak, Afghanistan","34.351349,68.238533",34.351349,68.238533,US strike,1,0,0,-,Haqqani,Morning,Gathering,1,1,8,16,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#57,,57
AFG074,Afghanistan ,07-16-2015,Obama,Unknown,Haska Mina,Nangarhar,"Unknown, Haska Mina, Nangarhar, Afghanistan","34.092630,70.469224",,,"Haska Mina, Nangarhar, Afghanistan","34.092630,70.469224",34.092630,70.469224,US strike,1,0,0,-,Taliban,Afternoon,-,1,1,6,6,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#58,,58
AFG075,Afghanistan ,07-20-2015,Obama,Cheltan,Baraki Barak,Logar,"Cheltan, Baraki Barak, Logar, Afghanistan","33.969092,68.950978",,,"Cheltan, Baraki Barak, Logar, Afghanistan","33.969092,68.950978",33.969092,68.950978,US strike,0,1,0,-,Friendly Fire,7:30,ANA Outpost,1,1,7,10,0,0,0,0,5,6,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#59,,59
AFG076,Afghanistan ,07-26-2015,Obama,Chaknawr,Lal Pura,Nangarhar,"Chaknawr, Lal Pura, Nangarhar, Afghanistan","34.354216,70.954680",,,"Chaknawr, Lal Pura, Nangarhar, Afghanistan","34.354216,70.954680",34.354216,70.954680,US strike,1,0,0,-,-,Afternoon,Vehicle,1,1,5,6,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#61,,61
AFG077,Afghanistan ,07-29-2015,Obama,Harun Baba,Haska Mina and Pachiragam,Nangarhar,"Harun Baba, Haska Mina and Pachiragam, Nangarhar, Afghanistan","34.092630,70.469224",,,"Harun Baba, Haska Mina and Pachiragam, Nangarhar, Afghanistan","34.092630,70.469224",34.092630,70.469224,US strike,1,1,0,FP,ISIS,Night,Vehicle,2,2,12,20,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#62,,62
AFG078,Afghanistan ,08-02-2015,Obama,Cholzi,Baraki Barak,Logar,"Cholzi, Baraki Barak, Logar, Afghanistan","33.969092,68.950978",,,"Cholzi, Baraki Barak, Logar, Afghanistan","33.969092,68.950978",33.969092,68.950978,US strike,1,0,0,-,Taliban,20:00,-,1,1,4,4,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#63,,63
AFG079,Afghanistan ,08-04-2015,Obama,Unknown,"Sherzad, Haska Mina and Deh Bala",Nangarhar and Paktika,"Unknown, Sherzad, Haska Mina and Deh Bala, Nangarhar and Paktika, Afghanistan","34.092630,70.469224",,,"Sherzad, Haska Mina and Deh Bala, Nangarhar and Paktika, Afghanistan","34.092630,70.469224",34.092630,70.469224,US strike,1,1,0,FP,Taliban,16.00-19.00,Building and convoy,7,7,56,66,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#64,,64
AFG080,Afghanistan ,08-08-2015,Obama,Gorgori,Haska Mina,Nangarhar,"Gorgori, Haska Mina, Nangarhar, Afghanistan","34.171831,70.621679",,,"Gorgori, Haska Mina, Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,US strike,1,0,0,-,Taliban,12:00,-,1,1,10,10,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#65,,65
AFG081,Afghanistan ,08-09-2015,Obama,Unknown,Nazyan,Nangarhar,"Unknown, Nazyan, Nangarhar, Afghanistan","34.118171,70.752529",,,"Nazyan, Nangarhar, Afghanistan","34.118171,70.752529",34.118171,70.752529,US strike,1,0,0,-,ISIS,-,-,1,1,2,6,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#66,,66
AFG082,Afghanistan ,08-10-2015,Obama,Shonkorok Valley,Shegal,Kunar,"Shonkorok Valley, Shegal, Kunar, Afghanistan","34.846589,71.097316",,,"Shonkorok Valley, Shegal, Kunar, Afghanistan","34.846589,71.097316",34.846589,71.097316,US strike,1,0,0,-,Taliban,-,Hideout,1,1,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#67,,67
AFG083,Afghanistan ,08-17-2015,Obama,Unknown,Day Mirdad,Wardak,"Unknown, Day Mirdad, Wardak, Afghanistan","34.216354,68.295173",,,"Day Mirdad, Wardak, Afghanistan","34.216354,68.295173",34.216354,68.295173,US strike,1,1,0,FP,-,Night,-,1,1,4,5,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#68,,68
AFG084,Afghanistan ,08-17-2015,Obama,Unknown,Chak,Wardak,"Unknown, Chak, Wardak, Afghanistan","34.031203,68.572411",,,"Chak, Wardak, Afghanistan","34.031203,68.572411",34.031203,68.572411,US strike,1,0,0,-,-,Night,-,1,1,2,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#69,,69
AFG085,Afghanistan ,08-23-2015,Obama,Unknown,Musa Qala,Helmand,"Unknown, Musa Qala, Helmand, Afghanistan","32.311872,64.811083",,,"Musa Qala, Helmand, Afghanistan","32.311872,64.811083",32.311872,64.811083,US strike,0,1,0,-,-,-,-,2,3,40,40,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#70,,70
AFG086,Afghanistan ,08-26-2015,Obama,Kotikhil,Shirzad,Nangarhar,"Kotikhil, Shirzad, Nangarhar, Afghanistan","33.545187,69.357780",,,"Kotikhil, Shirzad, Nangarhar, Afghanistan","33.545187,69.357780",33.545187,69.357780,US strike,1,0,0,-,Taliban,-,-,1,1,4,4,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#72,,72
AFG087,Afghanistan ,08-27-2015,Obama,Unknown,Musa Qala,Helmand,"Unknown, Musa Qala, Helmand, Afghanistan","32.311872,64.811083",,,"Musa Qala, Helmand, Afghanistan","32.311872,64.811083",32.311872,64.811083,US strike,0,1,0,-,Taliban,-,-,2,2,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#175,,175
AFG088,Afghanistan ,08-30-2015,Obama,Unknown,Musa Qala,Helmand,"Unknown, Musa Qala, Helmand, Afghanistan","32.311872,64.811083",,,"Musa Qala, Helmand, Afghanistan","32.311872,64.811083",32.311872,64.811083,US strike,0,1,0,-,Taliban,-,-,13,13,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#73,,73
AFG089,Afghanistan ,08-31-2015,Obama,Unknown,Nahr e Saraj,Helmand,"Unknown, Nahr e Saraj, Helmand, Afghanistan","31.658611,64.404444",,,"Nahr e Saraj, Helmand, Afghanistan","31.658611,64.404444",31.658611,64.404444,US strike,0,1,1,-,-,-,-,1,1,2,2,2,2,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#133,,133
AFG090,Afghanistan ,09-01-2015,Obama,Unknown,Musa Qala,Helmand,"Unknown, Musa Qala, Helmand, Afghanistan","32.311872,64.811083",,,"Musa Qala, Helmand, Afghanistan","32.311872,64.811083",32.311872,64.811083,US strike,0,1,0,-,Taliban,-,-,6,6,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#83,,83
AFG091,Afghanistan ,09-06-2015,Obama,Unknown,Garamser,Helmand,"Unknown, Garamser, Helmand, Afghanistan","31.132511,64.212898",,,"Garamser, Helmand, Afghanistan","31.132511,64.212898",31.132511,64.212898,US strike,1,1,0,-,Friendly Fire,-,-,1,1,11,31,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#74,,74
AFG092,Afghanistan ,09-06-2015,Obama,Unknown,Maiwand,Kandahar,"Unknown, Maiwand, Kandahar, Afghanistan","31.499713,65.000853",,,"Maiwand, Kandahar, Afghanistan","31.499713,65.000853",31.499713,65.000853,US strike,0,1,1,FP,-,-,-,1,1,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#75,,75
AFG093,Afghanistan ,09-08-2015,Obama,Unknown,Ghazi Abad,Kunar,"Unknown, Ghazi Abad, Kunar, Afghanistan","34.6999992,70.7412452",,,"Ghazi Abad, Kunar, Afghanistan","34.6999992,70.7412452",34.6999992,70.7412452,US strike,1,0,0,-,Taliban,10:00,Hideout,1,1,2,2,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#76,,76
AFG094,Afghanistan ,09-10-2015,Obama,Unknown,Gomal,Paktika,"Unknown, Gomal, Paktika, Afghanistan","32.434829,69.001648",,,"Gomal, Paktika, Afghanistan","32.434829,69.001648",32.434829,69.001648,US strike,1,1,0,FP,Taliban,-,Two vehicles,1,1,5,15,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#85,,85
AFG095,Afghanistan ,09-13-2015,Obama,Marsangi,Lal Pura,Nangarhar,"Marsangi, Lal Pura, Nangarhar, Afghanistan","34.354216,70.954680",,,"Marsangi, Lal Pura, Nangarhar, Afghanistan","34.354216,70.954680",34.354216,70.954680,US strike,1,0,0,-,Taliban,-,Police vehicle,1,1,4,5,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#84,,84
AFG096,Afghanistan ,09-17-2015,Obama,Melawe,Nazyan,Nangarhar,"Melawe, Nazyan, Nangarhar, Afghanistan","34.118171,70.752529",,,"Melawe, Nazyan, Nangarhar, Afghanistan","34.118171,70.752529",34.118171,70.752529,US strike,1,0,0,-,ISIS,Evening,ISIS Camp,1,1,5,5,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#86,,86
AFG097,Afghanistan ,09-29-2015,Obama,Kunduz airport,Kunduz city,Kunduz,"Kunduz airport, Kunduz city, Kunduz, Afghanistan","36.661335,68.909580",,,"Kunduz airport, Kunduz city, Kunduz, Afghanistan","36.661335,68.909580",36.661335,68.909580,US strike,0,1,0,FP,Taliban,9:00-9:15,Tank,1,1,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#87,,87
AFG098,Afghanistan ,09-29-2015,Obama,Kunduz airport,Kunduz city,Kunduz,"Kunduz airport, Kunduz city, Kunduz, Afghanistan","36.661335,68.909580",,,"Kunduz airport, Kunduz city, Kunduz, Afghanistan","36.661335,68.909580",36.661335,68.909580,US strike,0,1,0,FP,Taliban,23:30,-,1,1,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#88,,88
AFG099,Afghanistan ,09-30-2015,Obama,Kunduz airport,Kunduz city,Kunduz,"Kunduz airport, Kunduz city, Kunduz, Afghanistan","36.661335,68.909580",,,"Kunduz airport, Kunduz city, Kunduz, Afghanistan","36.661335,68.909580",36.661335,68.909580,US strike,0,1,0,FP,Taliban,1:00,-,1,1,0,24,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#89,,89
AFG100,Afghanistan ,09-30-2015,Obama,Kunduz airport,Kunduz city,Kunduz,"Kunduz airport, Kunduz city, Kunduz, Afghanistan","36.661335,68.909580",,,"Kunduz airport, Kunduz city, Kunduz, Afghanistan","36.661335,68.909580",36.661335,68.909580,US strike,0,1,0,FP,Taliban,17:00,-,1,1,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#90,,90
AFG101,Afghanistan ,09-30-2015,Obama,Kunduz airport,Kunduz city,Kunduz,"Kunduz airport, Kunduz city, Kunduz, Afghanistan","36.661335,68.909580",,,"Kunduz airport, Kunduz city, Kunduz, Afghanistan","36.661335,68.909580",36.661335,68.909580,US strike,0,1,0,FP,Taliban,17:00,-,1,1,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#91,,91
AFG102,Afghanistan ,09-30-2015,Obama,Kunduz city,Kunduz city,Kunduz,"Kunduz city, Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",,,"Kunduz city, Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",36.728590,68.868066,US strike,0,1,0,FP,Taliban,Night,-,1,1,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#92,,92
AFG103,Afghanistan ,10-02-2015,Obama,Kunduz city,Kunduz city,Kunduz,"Kunduz city, Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",,,"Kunduz city, Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",36.728590,68.868066,US strike,0,1,0,-,-,-,Warehouse,1,1,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#93,,93
AFG104,Afghanistan ,10-02-2015,Obama,Kunduz city,Kunduz city,Kunduz,"Kunduz city, Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",,,"Kunduz city, Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",36.728590,68.868066,US strike,0,1,0,-,-,-,Mansion and one other house destroyed. Other houses severely damaged.,1,1,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#94,,94
AFG105,Afghanistan ,10-03-2015,Obama,Kunduz city,Kunduz city,Kunduz,"Kunduz city, Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",,,"Kunduz city, Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",36.728590,68.868066,US strike,0,1,0,FP,Taliban,2:15,MSF Hospital,1,1,42,42,42,42,3,3,27,27,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#95,,95
AFG106,Afghanistan ,10-05-2015,Obama,Kunduz city,Kunduz city,Kunduz,"Kunduz city, Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",,,"Kunduz city, Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",36.728590,68.868066,US strike,0,1,1,-,-,-,One Humvee,5,5,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#96,,96
AFG107,Afghanistan ,10-11-2015,Obama,Unknown,Shurabak,Kandahar,"Unknown, Shurabak, Kandahar, Afghanistan","30.45,65.816666",,,"Shurabak, Kandahar, Afghanistan","30.45,65.816666",30.45,16666,US strike,0,1,0,CT,AQ,Over several days,"AQIS camps, one 30 square miles the other one square mile.",63,63,100,200,0,0,0,0,50,50,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#97,,97
AFG108,Afghanistan ,10-13-2015,Obama,Unknown,Unknown,Nangarhar,"Unknown, Unknown, Nangarhar, Afghanistan","34.171831,70.621679",,,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,US strike,0,0,0,-,ISIS,-,Vehicle,1,1,6,6,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#98,,98
AFG109,Afghanistan ,10-19-2015,Obama,Unknown,Kharwar,Logar,"Unknown, Kharwar, Logar, Afghanistan","34.014551,69.192391",,,"Kharwar, Logar, Afghanistan","34.014551,69.192391",34.014551,69.192391,US strike,0,0,0,-,Taliban,Night,Four vehicles,1,1,0,20,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#99,,99
AFG110,Afghanistan ,10-23-2015,Obama,Unknown,Nazyan,Nangarhar,"Unknown, Nazyan, Nangarhar, Afghanistan","34.118171,70.752529",,,"Nazyan, Nangarhar, Afghanistan","34.118171,70.752529",34.118171,70.752529,US strike,1,0,0,-,ISIS,Morning,House,1,1,6,6,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#100,,100
AFG111,Afghanistan ,10-23-2015,Obama,Mamand or Bandar,Achin,Nangarhar,"Mamand or Bandar, Achin, Nangarhar, Afghanistan","34.215777,71.026004","Achin, Nangarhar, Afghanistan","34.08218,70.667034","Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,0,0,0,-,ISIS,11:00,House,1,1,8,10,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#101,,101
AFG112,Afghanistan ,10-23-2015,Obama,Bandar,Achin,Nangarhar,"Bandar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Bandar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,0,0,0,-,-,Afternoon,Checkpost,1,1,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#102,,102
AFG113,Afghanistan ,10-23-2015,Obama,Abdul Khel,Achin,Nangarhar,"Abdul Khel, Achin, Nangarhar, Afghanistan","34.053888,70.696111",,,"Abdul Khel, Achin, Nangarhar, Afghanistan","34.053888,70.696111",34.053888,70.696111,US strike,0,0,0,-,-,Afternoon,Checkpost,1,1,10,10,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#103,,103
AFG114,Afghanistan ,10-27-2015,Obama,Syah Cho,Achin,Nangarhar,"Syah Cho, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Syah Cho, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,0,0,0,-,Taliban,-,Vehicle,1,1,11,12,0,1,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#104,,104
AFG115,Afghanistan ,10-29-2015,Obama,Unknown,Nazyan,Nangarhar,"Unknown, Nazyan, Nangarhar, Afghanistan","34.118171,70.752529",,,"Nazyan, Nangarhar, Afghanistan","34.118171,70.752529",34.118171,70.752529,US strike,1,0,0,-,ISIS,-,Compound,1,1,3,4,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#105,,105
AFG116,Afghanistan ,10-29-2015,Obama,Unknown,Ghazi Abad,Kunar,"Unknown, Ghazi Abad, Kunar, Afghanistan","34.6999992,70.7412452",,,"Ghazi Abad, Kunar, Afghanistan","34.6999992,70.7412452",34.6999992,70.7412452,US strike,1,0,0,-,AQ,Evening,-,1,1,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#106,,106
AFG117,Afghanistan ,10-29-2015,Obama,Unknown,Lal Pura,Kunar,"Unknown, Lal Pura, Kunar, Afghanistan","34.354216,70.954680",,,"Lal Pura, Kunar, Afghanistan","34.354216,70.954680",34.354216,70.954680,US strike,1,0,0,-,TTP,-,Hideout,1,1,4,4,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#107,,107
AFG118,Afghanistan ,10-31-2015,Obama,"Choni Sar area, Shultan valley",Shigal,Kunar,"Choni Sar area, Shultan valley, Shigal, Kunar, Afghanistan","35.118055,71.228333",,,"Choni Sar area, Shultan valley, Shigal, Kunar, Afghanistan","35.118055,71.228333",35.118055,71.228333,US strike,1,0,0,-,TTP,Night,-,1,1,2,2,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#108,,108
AFG119,Afghanistan ,11-04-2015,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US air and Afghan ground operation,0,0,0,-,ISIS,Afternoon,-,1,1,0,29,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#109,,109
